fen,evaluation
r1b2rk1/4qppp/pn2p3/1pP5/4P3/6P1/PP3PBP/R1BQ1RK1 b - - 0 15,283
r1b2rk1/5ppp/pn2p3/1pq5/4P3/6P1/PP3PBP/R1BQ1RK1 w - - 0 16,287
r1b2rk1/5ppp/pn2p3/1pq5/4P3/4B1P1/PP3PBP/R2Q1RK1 b - - 1 16,313
r1b2rk1/2q2ppp/pn2p3/1p6/4P3/4B1P1/PP3PBP/R2Q1RK1 w - - 2 17,281
r1b2rk1/2q2ppp/pn2p3/1p6/4P3/4B1P1/PP3PBP/2RQ1RK1 b - - 3 17,227
rqb2rk1/5ppp/pn2p3/1p6/4P3/4B1P1/PP3PBP/2RQ1RK1 w - - 4 18,406
rqb2rk1/5ppp/pn2p3/1pB5/4P3/6P1/PP3PBP/2RQ1RK1 b - - 5 18,422
rqb1r1k1/5ppp/pn2p3/1pB5/4P3/6P1/PP3PBP/2RQ1RK1 w - - 6 19,423
rqb1r1k1/5ppp/pn1Bp3/1p6/4P3/6P1/PP3PBP/2RQ1RK1 b - - 7 19,452
r1b1r1k1/q4ppp/pn1Bp3/1p6/4P3/6P1/PP3PBP/2RQ1RK1 w - - 8 20,472
r1b1r1k1/q1R2ppp/pn1Bp3/1p6/4P3/6P1/PP3PBP/3Q1RK1 b - - 9 20,489
r3r1k1/qbR2ppp/pn1Bp3/1p6/4P3/6P1/PP3PBP/3Q1RK1 w - - 10 21,657
r3r1k1/qbR2ppp/pn1Bp3/1p6/4P3/5QP1/PP3PBP/5RK1 b - - 11 21,489
r3r1k1/qbR3pp/pn1Bp3/1p3p2/4P3/5QP1/PP3PBP/5RK1 w - - 0 22,606
r3r1k1/qbR3pp/pn1Bp3/1p3p1Q/4P3/6P1/PP3PBP/5RK1 b - - 1 22,744
r4rk1/qbR3pp/pn1Bp3/1p3p1Q/4P3/6P1/PP3PBP/5RK1 w - - 2 23,775
r4Bk1/qbR3pp/pn2p3/1p3p1Q/4P3/6P1/PP3PBP/5RK1 b - - 0 23,808
5rk1/qbR3pp/pn2p3/1p3p1Q/4P3/6P1/PP3PBP/5RK1 w - - 0 24,817
5rk1/qbR3pp/pn2p3/1p3pQ1/4P3/6P1/PP3PBP/5RK1 b - - 1 24,832
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,29
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,35
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,29
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,38
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,17
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,42
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,29
r1bqk2r/ppppbppp/2n2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,30
r1bqk2r/ppppbppp/2n2n2/4p3/2B1P3/2PP1N2/PP3PPP/RNBQK2R b KQkq - 0 5,11
r1bq1rk1/ppppbppp/2n2n2/4p3/2B1P3/2PP1N2/PP3PPP/RNBQK2R w KQ - 1 6,13
r1bq1rk1/ppppbppp/2n2n2/4p3/2B1P3/2PPBN2/PP3PPP/RN1QK2R b KQ - 2 6,-83
r1bq1rk1/ppp1bppp/2np1n2/4p3/2B1P3/2PPBN2/PP3PPP/RN1QK2R w KQ - 0 7,-21
r1bq1rk1/ppp1bppp/2np1n2/4p3/2B1P3/2PPBN2/PP1N1PPP/R2QK2R b KQ - 1 7,-26
r1bq1rk1/ppp1bppp/2np4/4p3/2B1P1n1/2PPBN2/PP1N1PPP/R2QK2R w KQ - 2 8,-29
r1bq1rk1/ppp1bppp/2np4/4p3/2B1P1n1/2PPBN2/PP1N1PPP/R2Q1RK1 b - - 3 8,-54
r1bq1rk1/ppp1bppp/3p4/n3p3/2B1P1n1/2PPBN2/PP1N1PPP/R2Q1RK1 w - - 4 9,-35
r1bq1rk1/ppp1bppp/3p4/n3p3/2B1P1n1/2PPBN2/PP1NQPPP/R4RK1 b - - 5 9,-56
r1bq1rk1/ppp1bppp/3p4/n3p3/2B1P3/2PPnN2/PP1NQPPP/R4RK1 w - - 0 10,-42
r1bq1rk1/ppp1bppp/3p4/n3p3/2B1P3/2PPPN2/PP1NQ1PP/R4RK1 b - - 0 10,-59
r1bq1rk1/ppp1bppp/3p4/4p3/2n1P3/2PPPN2/PP1NQ1PP/R4RK1 w - - 0 11,-62
r1bq1rk1/ppp1bppp/3p4/4p3/2N1P3/2PPPN2/PP2Q1PP/R4RK1 b - - 0 11,-62
r1bq1rk1/ppp1b1pp/3p4/4pp2/2N1P3/2PPPN2/PP2Q1PP/R4RK1 w - - 0 12,-23
r1bq1rk1/ppp1b1pp/3p4/4pP2/2N5/2PPPN2/PP2Q1PP/R4RK1 b - - 0 12,-28
r2q1rk1/ppp1b1pp/3p4/4pb2/2N5/2PPPN2/PP2Q1PP/R4RK1 w - - 0 13,-30
r2q1rk1/ppp1b1pp/3p4/4pb2/2N5/2PPPN2/PP2QRPP/R5K1 b - - 1 13,-67
r4rk1/pppqb1pp/3p4/4pb2/2N5/2PPPN2/PP2QRPP/R5K1 w - - 2 14,-41
r4rk1/pppqb1pp/3p4/4pb2/2N5/2PPPN2/PP2QRPP/5RK1 b - - 3 14,-108
r4rk1/pppqb1pp/3p4/4p3/2N3b1/2PPPN2/PP2QRPP/5RK1 w - - 4 15,-42
r4rk1/pppqb1pp/3p4/4p3/2N3b1/2PPPN1P/PP2QRP1/5RK1 b - - 0 15,-39
r4rk1/pppqb1pp/3p4/4p2b/2N5/2PPPN1P/PP2QRP1/5RK1 w - - 1 16,-56
r4rk1/pppqb1pp/3p4/4p2b/2N5/2PPPN1P/PPQ2RP1/5RK1 b - - 2 16,-45
r4rk1/pppqb1pp/3p2b1/4p3/2N5/2PPPN1P/PPQ2RP1/5RK1 w - - 3 17,5
r4rk1/pppqb1pp/3p2b1/4p3/2N5/1QPPPN1P/PP3RP1/5RK1 b - - 4 17,-12
r4r1k/pppqb1pp/3p2b1/4p3/2N5/1QPPPN1P/PP3RP1/5RK1 w - - 5 18,2
r4r1k/pppqb1pp/3p2b1/4p3/2N1P3/1QPP1N1P/PP3RP1/5RK1 b - - 0 18,6
1r3r1k/pppqb1pp/3p2b1/4p3/2N1P3/1QPP1N1P/PP3RP1/5RK1 w - - 1 19,30
1r3r1k/pppqb1pp/3p2b1/4p3/2N1P2N/1QPP3P/PP3RP1/5RK1 b - - 2 19,13
1r5k/pppqb1pp/3p2b1/4p3/2N1P2N/1QPP3P/PP3rP1/5RK1 w - - 0 20,28
1r5k/pppqb1pp/3p2N1/4p3/2N1P3/1QPP3P/PP3rP1/5RK1 b - - 0 20,28
1r5k/pppqb1p1/3p2p1/4p3/2N1P3/1QPP3P/PP3rP1/5RK1 w - - 0 21,28
1r5k/pppqb1p1/3p2p1/4p3/2N1P3/1QPP3P/PP3RP1/6K1 b - - 0 21,29
1r5k/ppp1b1p1/3pq1p1/4p3/2N1P3/1QPP3P/PP3RP1/6K1 w - - 1 22,49
1r5k/ppp1b1p1/3pq1p1/4p3/4P3/1QPP3P/PP1N1RP1/6K1 b - - 2 22,55
1r5k/ppp1b1p1/3p2p1/4p3/4P3/1qPP3P/PP1N1RP1/6K1 w - - 0 23,53
1r5k/ppp1b1p1/3p2p1/4p3/4P3/1NPP3P/PP3RP1/6K1 b - - 0 23,50
1r5k/ppp3p1/3p1bp1/4p3/4P3/1NPP3P/PP3RP1/6K1 w - - 1 24,38
1r5k/ppp3p1/3p1bp1/4p3/4P3/1NPP3P/PP3RP1/5K2 b - - 2 24,29
1r4k1/ppp3p1/3p1bp1/4p3/4P3/1NPP3P/PP3RP1/5K2 w - - 3 25,51
1r4k1/ppp3p1/3p1bp1/4p3/4P3/1NPP3P/PP2KRP1/8 b - - 4 25,28
1r6/ppp2kp1/3p1bp1/4p3/4P3/1NPP3P/PP2KRP1/8 w - - 5 26,47
1r6/ppp2kp1/3p1bp1/4p3/4P1P1/1NPP3P/PP2KR2/8 b - - 0 26,-9
1r6/ppp3p1/3pkbp1/4p3/4P1P1/1NPP3P/PP2KR2/8 w - - 1 27,-10
1r6/ppp3p1/3pkbp1/4p3/4P1P1/1NPPK2P/PP3R2/8 b - - 2 27,-19
7r/ppp3p1/3pkbp1/4p3/4P1P1/1NPPK2P/PP3R2/8 w - - 3 28,-20
7r/ppp3p1/3pkbp1/4p3/4P1P1/1NPPKR1P/PP6/8 b - - 4 28,-21
7r/ppp3p1/3pk1p1/4p1b1/4P1P1/1NPPKR1P/PP6/8 w - - 5 29,-14
7r/ppp3p1/3pk1p1/4p1b1/4P1P1/1NPP1R1P/PP2K3/8 b - - 6 29,-5
7r/p1p3p1/1p1pk1p1/4p1b1/4P1P1/1NPP1R1P/PP2K3/8 w - - 0 30,-2
7r/p1p3p1/1p1pk1p1/4p1b1/3PP1P1/1NP2R1P/PP2K3/8 b - - 0 30,0
7r/p1p3p1/1p1pk1p1/4p3/3PPbP1/1NP2R1P/PP2K3/8 w - - 1 31,3
7r/p1p3p1/1p1pk1p1/4p3/3PPbP1/2P2R1P/PP2K3/N7 b - - 2 31,-3
7r/2p3p1/1p1pk1p1/p3p3/3PPbP1/2P2R1P/PP2K3/N7 w - - 0 32,31
7r/2p3p1/1p1pk1p1/p3p3/P2PPbP1/2P2R1P/1P2K3/N7 b - - 0 32,3
7r/2p3p1/1p1pk3/p3p1p1/P2PPbP1/2P2R1P/1P2K3/N7 w - - 0 33,67
7r/2p3p1/1p1pk3/p3p1p1/P2PPbP1/2P2R1P/1PN1K3/8 b - - 1 33,2
1r6/2p3p1/1p1pk3/p3p1p1/P2PPbP1/2P2R1P/1PN1K3/8 w - - 2 34,112
1r6/2p3p1/1p1pk3/p3p1p1/P1PPPbP1/5R1P/1PN1K3/8 b - - 0 34,-12
4r3/2p3p1/1p1pk3/p3p1p1/P1PPPbP1/5R1P/1PN1K3/8 w - - 1 35,57
4r3/2p3p1/1p1pk3/p3p1p1/P1PPPbP1/3K1R1P/1PN5/8 b - - 2 35,1
4r3/6p1/1pppk3/p3p1p1/P1PPPbP1/3K1R1P/1PN5/8 w - - 0 36,49
4r3/6p1/1pppk3/p3p1p1/P1PPPbP1/1P1K1R1P/2N5/8 b - - 0 36,10
4r3/6p1/1pp1k3/p2pp1p1/P1PPPbP1/1P1K1R1P/2N5/8 w - - 0 37,32
4r3/6p1/1pp1k3/p2Pp1p1/P2PPbP1/1P1K1R1P/2N5/8 b - - 0 37,17
4r3/6p1/1p2k3/p2pp1p1/P2PPbP1/1P1K1R1P/2N5/8 w - - 0 38,16
4r3/6p1/1p2k3/p2Pp1p1/P2P1bP1/1P1K1R1P/2N5/8 b - - 0 38,-36
4r3/6p1/1p6/p2kp1p1/P2P1bP1/1P1K1R1P/2N5/8 w - - 0 39,-36
4r3/6p1/1p6/p2kP1p1/P4bP1/1P1K1R1P/2N5/8 b - - 0 39,-19
4r3/6p1/1p6/p3k1p1/P4bP1/1P1K1R1P/2N5/8 w - - 0 40,-19
4r3/6p1/1p6/p3k1p1/P4bP1/1P1KNR1P/8/8 b - - 1 40,-18
3r4/6p1/1p6/p3k1p1/P4bP1/1P1KNR1P/8/8 w - - 2 41,-12
3r4/6p1/1p6/p3k1p1/P4bP1/1PK1NR1P/8/8 b - - 3 41,-531
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,20
rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,21
rnbqkbnr/ppp1pppp/8/3p4/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,14
rnbqkb1r/ppp1pppp/5n2/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 1 3,17
rnbqkb1r/ppp1pppp/5n2/3p4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 2 3,16
rnbqkb1r/ppp1pp1p/5np1/3p4/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 0 4,18
rnbqkb1r/ppp1pp1p/5np1/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R b KQkq - 0 4,19
rnbqk2r/ppp1ppbp/5np1/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 1 5,47
rnbqk2r/ppp1ppbp/5np1/3P4/8/5NP1/PP1PPPBP/RNBQK2R b KQkq - 0 5,46
rnbq1rk1/ppp1ppbp/5np1/3P4/8/5NP1/PP1PPPBP/RNBQK2R w KQ - 1 6,50
rnbq1rk1/ppp1ppbp/5np1/3P4/8/2N2NP1/PP1PPPBP/R1BQK2R b KQ - 2 6,18
rnbq1rk1/ppp1ppbp/6p1/3n4/8/2N2NP1/PP1PPPBP/R1BQK2R w KQ - 0 7,19
rnbq1rk1/ppp1ppbp/6p1/3n4/8/2N2NP1/PP1PPPBP/R1BQ1RK1 b - - 1 7,10
rnbq1rk1/ppp2pbp/6p1/3np3/8/2N2NP1/PP1PPPBP/R1BQ1RK1 w - - 0 8,16
rnbq1rk1/ppp2pbp/6p1/3np3/8/1QN2NP1/PP1PPPBP/R1B2RK1 b - - 1 8,-9
rnbq1rk1/ppp2pbp/1n4p1/4p3/8/1QN2NP1/PP1PPPBP/R1B2RK1 w - - 2 9,-4
rnbq1rk1/ppp2pbp/1n4p1/4p3/8/1QNP1NP1/PP2PPBP/R1B2RK1 b - - 0 9,5
rn1q1rk1/ppp2pbp/1n2b1p1/4p3/8/1QNP1NP1/PP2PPBP/R1B2RK1 w - - 1 10,23
rn1q1rk1/ppp2pbp/1n2b1p1/4p3/8/2NP1NP1/PPQ1PPBP/R1B2RK1 b - - 2 10,18
r2q1rk1/ppp2pbp/1nn1b1p1/4p3/8/2NP1NP1/PPQ1PPBP/R1B2RK1 w - - 3 11,26
r2q1rk1/ppp2pbp/1nn1b1p1/4p3/8/2NP1NP1/PPQBPPBP/R4RK1 b - - 4 11,-3
r2q1rk1/ppp2pb1/1nn1b1pp/4p3/8/2NP1NP1/PPQBPPBP/R4RK1 w - - 0 12,-10
r2q1rk1/ppp2pb1/1nn1b1pp/4p3/4N3/3P1NP1/PPQBPPBP/R4RK1 b - - 1 12,-18
r2q1rk1/ppp2pb1/1n2b1pp/4p3/3nN3/3P1NP1/PPQBPPBP/R4RK1 w - - 2 13,148
r2q1rk1/ppp2pb1/1n2b1pp/4p3/3NN3/3P2P1/PPQBPPBP/R4RK1 b - - 0 13,129
r4rk1/ppp2pb1/1n2b1pp/4p3/3qN3/3P2P1/PPQBPPBP/R4RK1 w - - 0 14,217
r4rk1/ppp2pb1/1n2b1pp/2N1p3/3q4/3P2P1/PPQBPPBP/R4RK1 b - - 1 14,184
r4rk1/ppp2pb1/1n4pp/2Nbp3/3q4/3P2P1/PPQBPPBP/R4RK1 w - - 2 15,239
r4rk1/ppp2pb1/1n4pp/2Nbp3/3q4/3PP1P1/PPQB1PBP/R4RK1 b - - 0 15,190
r4rk1/ppp2pb1/1n4pp/2Nbp3/6q1/3PP1P1/PPQB1PBP/R4RK1 w - - 1 16,226
r4rk1/pNp2pb1/1n4pp/3bp3/6q1/3PP1P1/PPQB1PBP/R4RK1 b - - 0 16,210
r4rk1/pNp2pb1/1n4pp/3b4/4p1q1/3PP1P1/PPQB1PBP/R4RK1 w - - 0 17,220
r4rk1/pNp2pb1/1n4pp/3b4/4B1q1/3PP1P1/PPQB1P1P/R4RK1 b - - 0 17,224
r4rk1/pNp2pb1/1n4pp/8/4b1q1/3PP1P1/PPQB1P1P/R4RK1 w - - 0 18,201
r4rk1/pNp2pb1/1n4pp/8/4P1q1/4P1P1/PPQB1P1P/R4RK1 b - - 0 18,204
1r3rk1/pNp2pb1/1n4pp/8/4P1q1/4P1P1/PPQB1P1P/R4RK1 w - - 1 19,232
1r3rk1/pNp2pb1/1n4pp/8/4P1q1/4PPP1/PPQB3P/R4RK1 b - - 0 19,247
1r3rk1/pNp2pb1/1n4pp/6q1/4P3/4PPP1/PPQB3P/R4RK1 w - - 1 20,276
1r3rk1/p1p2pb1/1n4pp/2N3q1/4P3/4PPP1/PPQB3P/R4RK1 b - - 2 20,217
1r3rk1/p1p2pb1/1n4p1/2N3qp/4P3/4PPP1/PPQB3P/R4RK1 w - - 0 21,285
1r3rk1/p1p2pb1/1n4p1/6qp/4P3/3NPPP1/PPQB3P/R4RK1 b - - 1 21,187
1r3rk1/p1p2pb1/1n4p1/6q1/4P2p/3NPPP1/PPQB3P/R4RK1 w - - 0 22,221
1r3rk1/p1p2pb1/1n4p1/6q1/4P2p/3NPPP1/PPQB1K1P/R4R2 b - - 1 22,184
1r1r2k1/p1p2pb1/1n4p1/6q1/4P2p/3NPPP1/PPQB1K1P/R4R2 w - - 2 23,165
1r1r2k1/p1p2pb1/1n4p1/6q1/4P2p/3NPPP1/PPQB1K1P/3R1R2 b - - 3 23,173
1r1r2k1/p1p2pb1/1n4p1/6q1/4P3/3NPPPp/PPQB1K1P/3R1R2 w - - 0 24,251
1r1r2k1/p1p2pb1/1n4p1/6q1/4PN2/4PPPp/PPQB1K1P/3R1R2 b - - 1 24,227
1r1r2k1/p1p2p2/1n4p1/4b1q1/4PN2/4PPPp/PPQB1K1P/3R1R2 w - - 2 25,377
1r1r2k1/p1p2p2/1n4p1/4b1q1/4P3/4PPPN/PPQB1K1P/3R1R2 b - - 0 25,306
1r1r2k1/p1p2p2/1n4pq/4b3/4P3/4PPPN/PPQB1K1P/3R1R2 w - - 1 26,374
1r1r2k1/p1p2p2/1n4pq/4b3/4P3/4PPPN/PPQB2KP/3R1R2 b - - 2 26,356
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,30
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,69
rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,68
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,68
rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,28
rnbqkbnr/pp2pppp/8/3p4/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,32
rnbqkbnr/pp2pppp/8/3p4/2PP4/8/PP3PPP/RNBQKBNR b KQkq - 0 4,22
rnbqkb1r/pp2pppp/5n2/3p4/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,21
rnbqkb1r/pp2pppp/5n2/3p4/2PP4/2N5/PP3PPP/R1BQKBNR b KQkq - 2 5,26
rnbqkb1r/pp3ppp/4pn2/3p4/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6,28
rnbqkb1r/pp3ppp/4pn2/3p4/2PP4/P1N5/1P3PPP/R1BQKBNR b KQkq - 0 6,4
rnbqkb1r/pp3ppp/4pn2/8/2pP4/P1N5/1P3PPP/R1BQKBNR w KQkq - 0 7,21
rnbqkb1r/pp3ppp/4pn2/8/2BP4/P1N5/1P3PPP/R1BQK1NR b KQkq - 0 7,29
rnbqk2r/pp2bppp/4pn2/8/2BP4/P1N5/1P3PPP/R1BQK1NR w KQkq - 1 8,45
rnbqk2r/pp2bppp/4pn2/8/2BP4/P1N2N2/1P3PPP/R1BQK2R b KQkq - 2 8,29
rnbq1rk1/pp2bppp/4pn2/8/2BP4/P1N2N2/1P3PPP/R1BQK2R w KQ - 3 9,25
rnbq1rk1/pp2bppp/4pn2/8/2BP4/P1N2N2/1P3PPP/R1BQ1RK1 b - - 4 9,30
rnbq1rk1/1p2bppp/p3pn2/8/2BP4/P1N2N2/1P3PPP/R1BQ1RK1 w - - 0 10,53
rnbq1rk1/1p2bppp/p3pn2/3P4/2B5/P1N2N2/1P3PPP/R1BQ1RK1 b - - 0 10,15
rnbq1rk1/1p2bppp/p4n2/3p4/2B5/P1N2N2/1P3PPP/R1BQ1RK1 w - - 0 11,22
rnbq1rk1/1p2bppp/p4n2/3N4/2B5/P4N2/1P3PPP/R1BQ1RK1 b - - 0 11,26
rnbq1rk1/1p2bppp/p7/3n4/2B5/P4N2/1P3PPP/R1BQ1RK1 w - - 0 12,54
rnbq1rk1/1p2bppp/p7/3B4/8/P4N2/1P3PPP/R1BQ1RK1 b - - 0 12,43
r1bq1rk1/1p1nbppp/p7/3B4/8/P4N2/1P3PPP/R1BQ1RK1 w - - 1 13,44
r1bq1rk1/1p1nbppp/p7/3B4/8/P3BN2/1P3PPP/R2Q1RK1 b - - 2 13,42
r1bq1rk1/1p2bppp/p4n2/3B4/8/P3BN2/1P3PPP/R2Q1RK1 w - - 3 14,33
r1bq1rk1/1p2bppp/p4n2/8/2B5/P3BN2/1P3PPP/R2Q1RK1 b - - 4 14,20
r1bq1rk1/4bppp/p4n2/1p6/2B5/P3BN2/1P3PPP/R2Q1RK1 w - - 0 15,19
r1bq1rk1/4bppp/p4n2/1p6/8/P3BN2/1P2BPPP/R2Q1RK1 b - - 1 15,-41
r2q1rk1/1b2bppp/p4n2/1p6/8/P3BN2/1P2BPPP/R2Q1RK1 w - - 2 16,-17
r2Q1rk1/1b2bppp/p4n2/1p6/8/P3BN2/1P2BPPP/R4RK1 b - - 0 16,-22
r2r2k1/1b2bppp/p4n2/1p6/8/P3BN2/1P2BPPP/R4RK1 w - - 0 17,-13
r2r2k1/1b2bppp/p4n2/1p6/8/P3BN2/1P2BPPP/R2R2K1 b - - 1 17,-21
r2r2k1/1b2bppp/p7/1p1n4/8/P3BN2/1P2BPPP/R2R2K1 w - - 2 18,-19
r2r2k1/1b2bppp/p7/1p1n2B1/8/P4N2/1P2BPPP/R2R2K1 b - - 3 18,-19
r2r2k1/1b2b1pp/p4p2/1p1n2B1/8/P4N2/1P2BPPP/R2R2K1 w - - 0 19,18
r2r2k1/1b2b1pp/p4p2/1p1n4/8/P4N2/1P1BBPPP/R2R2K1 b - - 1 19,17
r1r3k1/1b2b1pp/p4p2/1p1n4/8/P4N2/1P1BBPPP/R2R2K1 w - - 2 20,112
r1r3k1/1b2b1pp/p4p2/1p1n4/8/P4N2/1P1BBPPP/2RR2K1 b - - 3 20,6
r1r5/1b2bkpp/p4p2/1p1n4/8/P4N2/1P1BBPPP/2RR2K1 w - - 4 21,9
r1r5/1b2bkpp/p4p2/1p1n4/3N4/P7/1P1BBPPP/2RR2K1 b - - 5 21,10
r7/1b2bkpp/p4p2/1p1n4/3N4/P7/1P1BBPPP/2rR2K1 w - - 0 22,10
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,26
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,25
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,25
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,28
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,28
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,24
rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R b KQkq - 3 4,13
rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R w KQkq - 4 5,34
rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/4PN2/PP3PPP/RN1QKB1R b KQkq - 0 5,32
rnbqk2r/ppp1bpp1/4pn1p/3p2B1/2PP4/4PN2/PP3PPP/RN1QKB1R w KQkq - 0 6,19
rnbqk2r/ppp1bpp1/4pn1p/3p4/2PP3B/4PN2/PP3PPP/RN1QKB1R b KQkq - 1 6,17
rnbq1rk1/ppp1bpp1/4pn1p/3p4/2PP3B/4PN2/PP3PPP/RN1QKB1R w KQ - 2 7,23
rnbq1rk1/ppp1bpp1/4pn1p/3p4/2PP3B/2N1PN2/PP3PPP/R2QKB1R b KQ - 3 7,19
rnbq1rk1/p1p1bpp1/1p2pn1p/3p4/2PP3B/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 8,18
rnbq1rk1/p1p1bpp1/1p2pn1p/3p4/2PP3B/2N1PN2/PP2BPPP/R2QK2R b KQ - 1 8,5
rnbq1rk1/p1p1bpp1/1p2pn1p/8/2pP3B/2N1PN2/PP2BPPP/R2QK2R w KQ - 0 9,13
rnbq1rk1/p1p1bpp1/1p2pn1p/8/2BP3B/2N1PN2/PP3PPP/R2QK2R b KQ - 0 9,9
rn1q1rk1/pbp1bpp1/1p2pn1p/8/2BP3B/2N1PN2/PP3PPP/R2QK2R w KQ - 1 10,9
rn1q1rk1/pbp1bpp1/1p2pn1p/8/2BP3B/2N1PN2/PP3PPP/R2Q1RK1 b - - 2 10,9
r2q1rk1/pbpnbpp1/1p2pn1p/8/2BP3B/2N1PN2/PP3PPP/R2Q1RK1 w - - 3 11,10
r2q1rk1/pbpnbpp1/1p2pn1p/8/2BP3B/2N1PN2/PP2QPPP/R4RK1 b - - 4 11,16
r2q1rk1/pbpnbpp1/1p2p2p/8/2BPn2B/2N1PN2/PP2QPPP/R4RK1 w - - 5 12,34
r2q1rk1/pbpnBpp1/1p2p2p/8/2BPn3/2N1PN2/PP2QPPP/R4RK1 b - - 0 12,2
r4rk1/pbpnqpp1/1p2p2p/8/2BPn3/2N1PN2/PP2QPPP/R4RK1 w - - 0 13,3
r4rk1/pbpnqpp1/1p2p2p/8/2BPn3/2N1PN2/PP2QPPP/2R2RK1 b - - 1 13,-14
r4rk1/pb1nqpp1/1p2p2p/2p5/2BPn3/2N1PN2/PP2QPPP/2R2RK1 w - - 0 14,-1
r4rk1/pb1nqpp1/1p2p2p/2p5/2BPn3/2N1PN2/PP2QPPP/2RR2K1 b - - 1 14,-21
r2r2k1/pb1nqpp1/1p2p2p/2p5/2BPn3/2N1PN2/PP2QPPP/2RR2K1 w - - 2 15,-6
r2r2k1/pb1nqpp1/Bp2p2p/2p5/3Pn3/2N1PN2/PP2QPPP/2RR2K1 b - - 3 15,-15
r2r2k1/pb2qpp1/Bp2pn1p/2p5/3Pn3/2N1PN2/PP2QPPP/2RR2K1 w - - 4 16,9
r2r2k1/pb2qpp1/Bp2pn1p/2p5/3Pn3/2N1PN1P/PP2QPP1/2RR2K1 b - - 0 16,-2
2rr2k1/pb2qpp1/Bp2pn1p/2p5/3Pn3/2N1PN1P/PP2QPP1/2RR2K1 w - - 1 17,8
2rr2k1/pb2qpp1/Bp2pn1p/2p5/N2Pn3/4PN1P/PP2QPP1/2RR2K1 b - - 2 17,-45
2rr2k1/pb2qpp1/Bp2pn1p/8/N2pn3/4PN1P/PP2QPP1/2RR2K1 w - - 0 18,-45
2rr2k1/pb2qpp1/Bp2pn1p/8/N2Nn3/4P2P/PP2QPP1/2RR2K1 b - - 0 18,-81
2rr2k1/pb2qpp1/Bp2pn1p/2n5/N2N4/4P2P/PP2QPP1/2RR2K1 w - - 1 19,-6
2rr2k1/pB2qpp1/1p2pn1p/2n5/N2N4/4P2P/PP2QPP1/2RR2K1 b - - 0 19,-3
